letter,image_file,hand_label,detection_confidence,img_width,img_height,lm0_x_raw,lm0_y_raw,lm0_z_raw,lm1_x_raw,lm1_y_raw,lm1_z_raw,lm2_x_raw,lm2_y_raw,lm2_z_raw,lm3_x_raw,lm3_y_raw,lm3_z_raw,lm4_x_raw,lm4_y_raw,lm4_z_raw,lm5_x_raw,lm5_y_raw,lm5_z_raw,lm6_x_raw,lm6_y_raw,lm6_z_raw,lm7_x_raw,lm7_y_raw,lm7_z_raw,lm8_x_raw,lm8_y_raw,lm8_z_raw,lm9_x_raw,lm9_y_raw,lm9_z_raw,lm10_x_raw,lm10_y_raw,lm10_z_raw,lm11_x_raw,lm11_y_raw,lm11_z_raw,lm12_x_raw,lm12_y_raw,lm12_z_raw,lm13_x_raw,lm13_y_raw,lm13_z_raw,lm14_x_raw,lm14_y_raw,lm14_z_raw,lm15_x_raw,lm15_y_raw,lm15_z_raw,lm16_x_raw,lm16_y_raw,lm16_z_raw,lm17_x_raw,lm17_y_raw,lm17_z_raw,lm18_x_raw,lm18_y_raw,lm18_z_raw,lm19_x_raw,lm19_y_raw,lm19_z_raw,lm20_x_raw,lm20_y_raw,lm20_z_raw,lm0_x_norm,lm0_y_norm,lm0_z_norm,lm1_x_norm,lm1_y_norm,lm1_z_norm,lm2_x_norm,lm2_y_norm,lm2_z_norm,lm3_x_norm,lm3_y_norm,lm3_z_norm,lm4_x_norm,lm4_y_norm,lm4_z_norm,lm5_x_norm,lm5_y_norm,lm5_z_norm,lm6_x_norm,lm6_y_norm,lm6_z_norm,lm7_x_norm,lm7_y_norm,lm7_z_norm,lm8_x_norm,lm8_y_norm,lm8_z_norm,lm9_x_norm,lm9_y_norm,lm9_z_norm,lm10_x_norm,lm10_y_norm,lm10_z_norm,lm11_x_norm,lm11_y_norm,lm11_z_norm,lm12_x_norm,lm12_y_norm,lm12_z_norm,lm13_x_norm,lm13_y_norm,lm13_z_norm,lm14_x_norm,lm14_y_norm,lm14_z_norm,lm15_x_norm,lm15_y_norm,lm15_z_norm,lm16_x_norm,lm16_y_norm,lm16_z_norm,lm17_x_norm,lm17_y_norm,lm17_z_norm,lm18_x_norm,lm18_y_norm,lm18_z_norm,lm19_x_norm,lm19_y_norm,lm19_z_norm,lm20_x_norm,lm20_y_norm,lm20_z_norm,bone_0_1_dx,bone_0_1_dy,bone_0_1_dz,bone_1_2_dx,bone_1_2_dy,bone_1_2_dz,bone_2_3_dx,bone_2_3_dy,bone_2_3_dz,bone_3_4_dx,bone_3_4_dy,bone_3_4_dz,bone_0_5_dx,bone_0_5_dy,bone_0_5_dz,bone_5_6_dx,bone_5_6_dy,bone_5_6_dz,bone_6_7_dx,bone_6_7_dy,bone_6_7_dz,bone_7_8_dx,bone_7_8_dy,bone_7_8_dz,bone_0_9_dx,bone_0_9_dy,bone_0_9_dz,bone_9_10_dx,bone_9_10_dy,bone_9_10_dz,bone_10_11_dx,bone_10_11_dy,bone_10_11_dz,bone_11_12_dx,bone_11_12_dy,bone_11_12_dz,bone_0_13_dx,bone_0_13_dy,bone_0_13_dz,bone_13_14_dx,bone_13_14_dy,bone_13_14_dz,bone_14_15_dx,bone_14_15_dy,bone_14_15_dz,bone_15_16_dx,bone_15_16_dy,bone_15_16_dz,bone_0_17_dx,bone_0_17_dy,bone_0_17_dz,bone_17_18_dx,bone_17_18_dy,bone_17_18_dz,bone_18_19_dx,bone_18_19_dy,bone_18_19_dz,bone_19_20_dx,bone_19_20_dy,bone_19_20_dz
F,hand1_f_top_seg_2_cropped.jpeg,Right,0.9854,400,400,0.411039,0.923894,0.0,0.561736,0.852915,-0.061651,0.696725,0.683501,-0.077992,0.709874,0.52043,-0.094847,0.599038,0.452468,-0.104829,0.582448,0.477782,0.004159,0.591392,0.319677,-0.059649,0.585146,0.35573,-0.110993,0.563308,0.429328,-0.132893,0.487119,0.452512,0.002519,0.480613,0.256125,-0.021339,0.47609,0.138226,-0.051142,0.468475,0.034971,-0.070233,0.408632,0.472436,-0.015957,0.392436,0.286816,-0.045133,0.3941,0.171446,-0.064769,0.394235,0.076111,-0.074048,0.326423,0.524556,-0.043681,0.321185,0.385793,-0.062266,0.319227,0.297882,-0.062374,0.320818,0.216276,-0.059021,0.0,0.0,0.0,0.169527,-0.079848,-0.069355,0.321385,-0.270432,-0.087738,0.336177,-0.453879,-0.1067,0.211491,-0.530333,-0.117928,0.192828,-0.501856,0.004679,0.202889,-0.679717,-0.067103,0.195862,-0.639159,-0.124862,0.171296,-0.556365,-0.149499,0.085587,-0.530284,0.002833,0.078267,-0.75121,-0.024006,0.073179,-0.883842,-0.057532,0.064613,-1.0,-0.079009,-0.002708,-0.50787,-0.017951,-0.020928,-0.716685,-0.050773,-0.019056,-0.846471,-0.072862,-0.018904,-0.953718,-0.083301,-0.095189,-0.449238,-0.04914,-0.101082,-0.60534,-0.070046,-0.103285,-0.704237,-0.070168,-0.101495,-0.79604,-0.066396,0.150696,-0.070979,-0.061651,0.13499,-0.169414,-0.016342,0.013149,-0.163071,-0.016855,-0.110836,-0.067962,-0.009981,0.171409,-0.446112,0.004159,0.008944,-0.158105,-0.063808,-0.006247,0.036053,-0.051344,-0.021838,0.073598,-0.0219,0.07608,-0.471382,0.002519,-0.006506,-0.196387,-0.023858,-0.004523,-0.117899,-0.029802,-0.007615,-0.103255,-0.019091,-0.002407,-0.451457,-0.015957,-0.016196,-0.185621,-0.029176,0.001664,-0.11537,-0.019636,0.000135,-0.095335,-0.009279,-0.084616,-0.399338,-0.043681,-0.005238,-0.138763,-0.018584,-0.001958,-0.087911,-0.000108,0.001592,-0.081606,0.003353
F,hand1_f_top_seg_3_cropped.jpeg,Right,0.9818,400,400,0.418024,0.927167,0.0,0.563082,0.841252,-0.058207,0.69175,0.671555,-0.073963,0.701051,0.511886,-0.090707,0.591278,0.444366,-0.101301,0.578864,0.473766,0.009979,0.590847,0.321246,-0.053851,0.5828,0.35464,-0.109545,0.559219,0.422774,-0.135455,0.484915,0.449731,0.006924,0.481586,0.255655,-0.016236,0.473421,0.136653,-0.049169,0.46287,0.032294,-0.072102,0.407198,0.471361,-0.012667,0.393562,0.287157,-0.03947,0.394205,0.173508,-0.060867,0.394395,0.078787,-0.073229,0.325095,0.526332,-0.041365,0.321082,0.38968,-0.057067,0.319441,0.301861,-0.05638,0.321787,0.219763,-0.054128,0.0,0.0,0.0,0.162099,-0.096009,-0.065045,0.305883,-0.28564,-0.082652,0.316276,-0.464068,-0.101363,0.193607,-0.53952,-0.113201,0.179734,-0.506666,0.011151,0.193126,-0.677104,-0.060177,0.184133,-0.639786,-0.122414,0.157781,-0.563648,-0.151369,0.074748,-0.533525,0.007737,0.071028,-0.7504,-0.018144,0.061905,-0.883382,-0.054946,0.050114,-1.0,-0.080572,-0.012098,-0.509353,-0.014155,-0.027336,-0.715196,-0.044107,-0.026618,-0.842197,-0.068018,-0.026405,-0.948045,-0.081832,-0.103846,-0.447925,-0.046225,-0.108331,-0.60063,-0.063772,-0.110164,-0.698765,-0.063003,-0.107543,-0.790508,-0.060487,0.145058,-0.085915,-0.058207,0.128668,-0.169696,-0.015756,0.009301,-0.15967,-0.016744,-0.109773,-0.06752,-0.010594,0.160839,-0.453401,0.009978,0.011984,-0.15252,-0.063829,-0.008047,0.033395,-0.055694,-0.023582,0.068134,-0.025911,0.06689,-0.477437,0.006924,-0.003329,-0.194076,-0.02316,-0.008164,-0.119002,-0.032933,-0.010552,-0.104359,-0.022932,-0.010826,-0.455806,-0.012667,-0.013636,-0.184204,-0.026803,0.000643,-0.11365,-0.021398,0.00019,-0.094721,-0.012362,-0.092929,-0.400835,-0.041365,-0.004013,-0.136652,-0.015702,-0.00164,-0.087819,0.000688,0.002345,-0.082098,0.002252
F,hand1_f_top_seg_4_cropped.jpeg,Right,0.9675,400,400,0.412598,0.926301,0.0,0.556737,0.839513,-0.054943,0.685472,0.669219,-0.068776,0.697782,0.51058,-0.08348,0.593664,0.441549,-0.092309,0.586428,0.479074,0.011535,0.600093,0.327445,-0.050523,0.588047,0.369068,-0.107717,0.5645,0.437201,-0.136052,0.491032,0.452161,0.008307,0.486158,0.258103,-0.014992,0.479554,0.139755,-0.054047,0.471422,0.034297,-0.08376,0.411393,0.471601,-0.010399,0.392948,0.28975,-0.03562,0.393313,0.177708,-0.062754,0.395772,0.081114,-0.081581,0.332161,0.525704,-0.037484,0.327551,0.389696,-0.048522,0.323285,0.304797,-0.047921,0.325273,0.222881,-0.048408,0.0,0.0,0.0,0.16159,-0.097296,-0.061595,0.305911,-0.288207,-0.077103,0.319711,-0.466052,-0.093587,0.202987,-0.543442,-0.103485,0.194876,-0.501373,0.012931,0.210196,-0.67136,-0.05664,0.196691,-0.624697,-0.120758,0.170292,-0.548316,-0.152523,0.08793,-0.531544,0.009313,0.082467,-0.749098,-0.016807,0.075063,-0.881774,-0.060591,0.065946,-1.0,-0.093901,-0.001351,-0.509751,-0.011658,-0.022029,-0.713619,-0.039933,-0.02162,-0.839226,-0.070352,-0.018863,-0.947515,-0.091458,-0.090176,-0.449098,-0.042023,-0.095344,-0.601572,-0.054396,-0.100126,-0.69675,-0.053722,-0.097898,-0.788583,-0.054269,0.144139,-0.086788,-0.054943,0.128735,-0.170294,-0.013834,0.01231,-0.158639,-0.014704,-0.104118,-0.069032,-0.008828,0.17383,-0.447227,0.011535,0.013665,-0.151628,-0.062058,-0.012047,0.041623,-0.057194,-0.023547,0.068132,-0.028334,0.078434,-0.47414,0.008307,-0.004874,-0.194058,-0.023299,-0.006604,-0.118348,-0.039055,-0.008132,-0.105459,-0.029713,-0.001205,-0.4547,-0.010399,-0.018445,-0.181852,-0.025222,0.000365,-0.112042,-0.027134,0.002459,-0.096594,-0.018827,-0.080437,-0.400597,-0.037484,-0.00461,-0.136008,-0.011037,-0.004266,-0.0849,0.000601,0.001987,-0.081915,-0.000487
F,hand1_f_top_seg_5_cropped.jpeg,Right,0.9734,400,400,0.418995,0.928571,0.0,0.558563,0.838808,-0.063371,0.685711,0.6684,-0.08225,0.696315,0.509036,-0.102395,0.591874,0.439779,-0.114873,0.585746,0.473839,0.013236,0.600384,0.323782,-0.0533,0.591318,0.368293,-0.113271,0.567324,0.445825,-0.141892,0.490473,0.44528,0.011441,0.489381,0.254666,-0.012003,0.482294,0.13543,-0.048854,0.471996,0.032694,-0.07554,0.411016,0.466151,-0.00814,0.404753,0.287617,-0.034897,0.405452,0.176119,-0.05838,0.403705,0.082948,-0.072951,0.329318,0.523544,-0.037704,0.329698,0.393471,-0.052667,0.327644,0.305615,-0.052597,0.327444,0.22225,-0.051395,0.0,0.0,0.0,0.155788,-0.100196,-0.070737,0.297715,-0.290409,-0.09181,0.309551,-0.468295,-0.114296,0.192971,-0.545602,-0.128224,0.186131,-0.507582,0.014774,0.20247,-0.67508,-0.059495,0.19235,-0.625396,-0.126437,0.165568,-0.538853,-0.158384,0.079785,-0.539461,0.01277,0.078566,-0.75223,-0.013398,0.070655,-0.885323,-0.054533,0.05916,-1.0,-0.08432,-0.008907,-0.516164,-0.009087,-0.015897,-0.715449,-0.038953,-0.015117,-0.839906,-0.065166,-0.017068,-0.943905,-0.08143,-0.1001,-0.452101,-0.042086,-0.099676,-0.597292,-0.058788,-0.101969,-0.695358,-0.058711,-0.102192,-0.788413,-0.057369,0.139567,-0.089763,-0.063371,0.127149,-0.170407,-0.018879,0.010604,-0.159365,-0.020145,-0.104442,-0.069257,-0.012478,0.166751,-0.454731,0.013236,0.014638,-0.150057,-0.066536,-0.009066,0.044511,-0.059972,-0.023994,0.077532,-0.028621,0.071477,-0.48329,0.011441,-0.001092,-0.190615,-0.023444,-0.007087,-0.119236,-0.036851,-0.010298,-0.102736,-0.026686,-0.007979,-0.46242,-0.008141,-0.006263,-0.178534,-0.026757,0.000699,-0.111498,-0.023483,-0.001748,-0.093171,-0.014571,-0.089677,-0.405027,-0.037704,0.000379,-0.130073,-0.014962,-0.002054,-0.087856,6.9e-05,-0.0002,-0.083365,0.001202
I,hand1_i_bot_seg_1_cropped.jpeg,Right,0.9974,400,400,0.43381,0.859476,-1e-06,0.597388,0.762365,-0.08738,0.716719,0.567365,-0.117372,0.669595,0.368243,-0.140664,0.543704,0.283511,-0.145995,0.633912,0.386294,-0.031208,0.616354,0.236836,-0.110237,0.598823,0.36462,-0.149749,0.604311,0.460623,-0.156756,0.50843,0.372524,-0.017907,0.483133,0.244966,-0.116731,0.492594,0.421212,-0.148883,0.506217,0.525588,-0.140337,0.39561,0.380905,-0.020767,0.372903,0.24499,-0.108982,0.405794,0.406845,-0.112196,0.426851,0.529499,-0.082757,0.285428,0.409111,-0.030619,0.250538,0.240856,-0.063826,0.236907,0.141652,-0.067833,0.223517,0.042445,-0.058664,0.0,0.0,0.0,0.200211,-0.118858,-0.106947,0.346265,-0.357528,-0.143656,0.288588,-0.601241,-0.172163,0.134504,-0.704949,-0.178689,0.244914,-0.579148,-0.038196,0.223424,-0.762077,-0.134923,0.201966,-0.605676,-0.183283,0.208685,-0.488173,-0.191859,0.091331,-0.596002,-0.021916,0.060369,-0.752125,-0.142871,0.071948,-0.53641,-0.182223,0.088622,-0.40866,-0.171764,-0.046754,-0.585744,-0.025417,-0.074546,-0.752097,-0.133387,-0.03429,-0.553995,-0.137321,-0.008517,-0.403873,-0.101289,-0.181611,-0.551221,-0.037475,-0.224314,-0.757157,-0.078118,-0.240999,-0.878577,-0.083022,-0.257387,-1.0,-0.0718,0.163578,-0.097111,-0.087379,0.119331,-0.195,-0.029992,-0.047123,-0.199121,-0.023291,-0.125892,-0.084733,-0.005332,0.200102,-0.473182,-0.031207,-0.017558,-0.149458,-0.079029,-0.017532,0.127784,-0.039512,0.005489,0.096004,-0.007007,0.07462,-0.486951,-0.017906,-0.025297,-0.127558,-0.098825,0.009461,0.176246,-0.032152,0.013623,0.104376,0.008546,-0.038199,-0.478571,-0.020766,-0.022707,-0.135915,-0.088215,0.03289,0.161855,-0.003214,0.021058,0.122655,0.029439,-0.148381,-0.450365,-0.030618,-0.03489,-0.168256,-0.033207,-0.013632,-0.099204,-0.004007,-0.013389,-0.099206,0.009169
I,hand1_i_bot_seg_2_cropped.jpeg,Right,0.997,400,400,0.449562,0.867001,-1e-06,0.620151,0.761938,-0.081298,0.730423,0.561037,-0.110791,0.669965,0.366714,-0.135182,0.536853,0.290956,-0.139842,0.644042,0.377495,-0.027712,0.606576,0.217986,-0.112207,0.596926,0.356953,-0.151857,0.622258,0.456112,-0.161372,0.518822,0.376452,-0.021896,0.482827,0.241562,-0.134375,0.49875,0.426691,-0.167174,0.523714,0.526192,-0.158859,0.399563,0.387622,-0.033507,0.364462,0.245967,-0.137719,0.404959,0.422404,-0.142822,0.437733,0.543415,-0.112929,0.287388,0.415996,-0.051507,0.247155,0.25055,-0.098052,0.234316,0.15861,-0.10843,0.220923,0.053309,-0.103926,0.0,0.0,0.0,0.209647,-0.129119,-0.099911,0.345168,-0.376019,-0.136157,0.270867,-0.614836,-0.166133,0.107277,-0.70794,-0.171859,0.239009,-0.601586,-0.034056,0.192964,-0.797618,-0.137897,0.181105,-0.626831,-0.186626,0.212237,-0.504969,-0.19832,0.085118,-0.602868,-0.026908,0.040881,-0.768644,-0.165141,0.060449,-0.541126,-0.205449,0.091129,-0.418843,-0.195231,-0.061448,-0.58914,-0.041178,-0.104585,-0.763229,-0.169251,-0.054816,-0.546395,-0.175522,-0.014538,-0.397676,-0.138785,-0.199307,-0.55427,-0.0633,-0.248752,-0.757597,-0.120501,-0.26453,-0.870588,-0.133256,-0.28099,-1.0,-0.127721,0.170588,-0.105063,-0.081297,0.110272,-0.200901,-0.029493,-0.060458,-0.194323,-0.024391,-0.133112,-0.075758,-0.00466,0.19448,-0.489506,-0.027711,-0.037466,-0.15951,-0.084495,-0.00965,0.138968,-0.03965,0.025332,0.099158,-0.009515,0.06926,-0.49055,-0.021895,-0.035995,-0.13489,-0.112479,0.015923,0.185129,-0.032799,0.024964,0.099501,0.008314,-0.05,-0.479379,-0.033506,-0.0351,-0.141655,-0.104212,0.040497,0.176436,-0.005102,0.032773,0.121011,0.029893,-0.162175,-0.451005,-0.051506,-0.040233,-0.165446,-0.046545,-0.012839,-0.09194,-0.010378,-0.013393,-0.105301,0.004504
I,hand1_i_bot_seg_3_cropped.jpeg,Right,0.9969,400,400,0.454545,0.865545,-1e-06,0.624269,0.758769,-0.082988,0.727168,0.553911,-0.113195,0.666362,0.358399,-0.139082,0.534469,0.285881,-0.145206,0.644844,0.373597,-0.025572,0.605691,0.212441,-0.112895,0.596112,0.352068,-0.154289,0.61828,0.451994,-0.162937,0.517665,0.373218,-0.019529,0.476812,0.235875,-0.133857,0.496963,0.419313,-0.16809,0.522988,0.517911,-0.159129,0.398449,0.386058,-0.031436,0.361077,0.246663,-0.136722,0.405522,0.420693,-0.142846,0.439618,0.541258,-0.111806,0.286178,0.414449,-0.049973,0.244594,0.245934,-0.094016,0.232251,0.152332,-0.102559,0.219781,0.051031,-0.095921,0.0,0.0,0.0,0.208374,-0.131092,-0.101886,0.334706,-0.382602,-0.138972,0.260054,-0.622637,-0.170753,0.098125,-0.711669,-0.178272,0.233634,-0.603978,-0.031394,0.185566,-0.801833,-0.138603,0.173805,-0.63041,-0.189423,0.201021,-0.507727,-0.200042,0.077493,-0.604443,-0.023975,0.027338,-0.773063,-0.164339,0.052077,-0.547851,-0.206368,0.084029,-0.426799,-0.195365,-0.06887,-0.588679,-0.038594,-0.114753,-0.759817,-0.167856,-0.060187,-0.546156,-0.175375,-0.018327,-0.398136,-0.137266,-0.206708,-0.553823,-0.061352,-0.257763,-0.760713,-0.115425,-0.272916,-0.87563,-0.125914,-0.288226,-1.0,-0.117763,0.169724,-0.106777,-0.082987,0.102899,-0.204858,-0.030207,-0.060806,-0.195512,-0.025887,-0.131894,-0.072518,-0.006124,0.190299,-0.491948,-0.025571,-0.039152,-0.161156,-0.087323,-0.00958,0.139627,-0.041394,0.022168,0.099926,-0.008649,0.06312,-0.492327,-0.019528,-0.040852,-0.137343,-0.114328,0.020151,0.183438,-0.034233,0.026025,0.098599,0.008962,-0.056096,-0.479487,-0.031435,-0.037372,-0.139395,-0.105285,0.044445,0.17403,-0.006124,0.034096,0.120564,0.03104,-0.168367,-0.451097,-0.049972,-0.041585,-0.168514,-0.044043,-0.012342,-0.093602,-0.008544,-0.01247,-0.101301,0.006639
I,hand1_i_bot_seg_4_cropped.jpeg,Right,0.9962,400,400,0.445492,0.867871,-1e-06,0.61334,0.753627,-0.084467,0.718853,0.557121,-0.116412,0.657354,0.36042,-0.142717,0.527654,0.285676,-0.149314,0.638508,0.379596,-0.029791,0.611814,0.222559,-0.113795,0.596687,0.357828,-0.156147,0.606827,0.456475,-0.164101,0.508775,0.369708,-0.018475,0.474886,0.237491,-0.120225,0.490306,0.416975,-0.151306,0.509147,0.51561,-0.141824,0.394345,0.380976,-0.023583,0.362317,0.243059,-0.111654,0.401381,0.408825,-0.111273,0.427109,0.53174,-0.079441,0.284667,0.411935,-0.035946,0.243698,0.241957,-0.066999,0.230896,0.143822,-0.068436,0.218691,0.043663,-0.057569,0.0,0.0,0.0,0.203648,-0.13861,-0.102482,0.331666,-0.377029,-0.14124,0.257049,-0.615683,-0.173155,0.099686,-0.70637,-0.18116,0.234184,-0.592417,-0.036143,0.201797,-0.782948,-0.138064,0.183444,-0.618828,-0.18945,0.195746,-0.499141,-0.199101,0.076781,-0.604415,-0.022414,0.035664,-0.764832,-0.145866,0.054372,-0.547065,-0.183576,0.077233,-0.427393,-0.172072,-0.062055,-0.590743,-0.028612,-0.100914,-0.758076,-0.135467,-0.053518,-0.556954,-0.135005,-0.022303,-0.407823,-0.096384,-0.195126,-0.55318,-0.043611,-0.244833,-0.759412,-0.081288,-0.260366,-0.878479,-0.083031,-0.275174,-1.0,-0.069846,0.167848,-0.114244,-0.084466,0.105513,-0.196506,-0.031945,-0.061499,-0.196701,-0.026305,-0.1297,-0.074744,-0.006598,0.193016,-0.488274,-0.02979,-0.026694,-0.157038,-0.084004,-0.015127,0.135269,-0.042352,0.01014,0.098648,-0.007954,0.063284,-0.498163,-0.018474,-0.033889,-0.132217,-0.10175,0.01542,0.179485,-0.031081,0.018842,0.098635,0.009482,-0.051146,-0.486895,-0.023582,-0.032028,-0.137917,-0.088071,0.039064,0.165766,0.000381,0.025728,0.122914,0.031832,-0.160824,-0.455936,-0.035944,-0.040969,-0.169978,-0.031054,-0.012802,-0.098136,-0.001437,-0.012205,-0.100159,0.010867
I,hand1_i_bot_seg_5_cropped.jpeg,Right,0.9976,400,400,0.46068,0.857934,-1e-06,0.627001,0.748586,-0.083299,0.740111,0.551575,-0.113864,0.684846,0.358804,-0.139853,0.553442,0.276842,-0.148706,0.634351,0.380177,-0.026117,0.621279,0.234034,-0.105152,0.612784,0.367449,-0.143078,0.620222,0.465377,-0.148752,0.51018,0.373773,-0.0168,0.494593,0.237393,-0.12106,0.513145,0.412515,-0.157658,0.525413,0.523647,-0.150662,0.397722,0.384816,-0.022946,0.379103,0.231467,-0.115081,0.417428,0.392603,-0.119279,0.440147,0.518029,-0.08951,0.288879,0.415994,-0.035613,0.244775,0.25111,-0.071074,0.230846,0.150756,-0.076687,0.21647,0.046644,-0.068631,0.0,0.0,0.0,0.205009,-0.134783,-0.102673,0.344428,-0.377619,-0.140348,0.276308,-0.615229,-0.172383,0.114339,-0.716256,-0.183295,0.214068,-0.588885,-0.03219,0.197955,-0.769022,-0.12961,0.187485,-0.604574,-0.176357,0.196653,-0.483867,-0.183351,0.061014,-0.596779,-0.020707,0.041801,-0.764881,-0.149218,0.064669,-0.549025,-0.194329,0.07979,-0.412044,-0.185706,-0.077602,-0.583167,-0.028283,-0.100552,-0.772186,-0.141847,-0.053312,-0.573569,-0.147022,-0.025309,-0.418969,-0.11033,-0.211762,-0.544737,-0.043895,-0.266126,-0.747974,-0.087605,-0.283294,-0.87167,-0.094524,-0.301014,-1.0,-0.084593,0.166322,-0.109348,-0.083298,0.113109,-0.197011,-0.030566,-0.055265,-0.19277,-0.025989,-0.131404,-0.081962,-0.008853,0.173672,-0.477757,-0.026116,-0.013072,-0.146143,-0.079036,-0.008495,0.133415,-0.037926,0.007438,0.097929,-0.005674,0.0495,-0.484161,-0.016799,-0.015587,-0.13638,-0.10426,0.018552,0.175122,-0.036598,0.012268,0.111131,0.006996,-0.062957,-0.473118,-0.022945,-0.018619,-0.153349,-0.092134,0.038325,0.161136,-0.004198,0.022719,0.125426,0.029769,-0.1718,-0.44194,-0.035612,-0.044105,-0.164884,-0.035461,-0.013928,-0.100354,-0.005613,-0.014376,-0.104113,0.008056
I,hand1_i_dif_seg_1_cropped.jpeg,Right,0.9993,400,400,0.46229,0.879456,-1e-06,0.62995,0.810818,-0.09781,0.764209,0.599634,-0.130853,0.727703,0.392836,-0.155983,0.585028,0.317448,-0.161355,0.657099,0.406091,-0.047104,0.661533,0.259919,-0.13259,0.656836,0.401213,-0.159896,0.653764,0.505842,-0.154601,0.533361,0.393763,-0.032091,0.532615,0.265017,-0.139434,0.548146,0.461657,-0.163177,0.556635,0.562808,-0.143352,0.416205,0.404456,-0.035866,0.420797,0.298612,-0.147077,0.454217,0.48578,-0.149983,0.45981,0.610808,-0.111424,0.297807,0.433343,-0.04577,0.251023,0.257957,-0.102395,0.22114,0.144313,-0.116715,0.183921,0.023216,-0.10981,0.0,0.0,0.0,0.195809,-0.080163,-0.11423,0.352609,-0.326804,-0.152821,0.309974,-0.568322,-0.182171,0.143345,-0.656368,-0.188444,0.227516,-0.552841,-0.055011,0.232695,-0.723556,-0.15485,0.227209,-0.558538,-0.186741,0.223622,-0.436343,-0.180556,0.083003,-0.56724,-0.037478,0.082132,-0.717602,-0.162843,0.100271,-0.487947,-0.190572,0.110185,-0.369812,-0.167419,-0.053823,-0.554751,-0.041886,-0.048459,-0.678367,-0.171769,-0.009428,-0.459773,-0.175164,-0.002897,-0.313753,-0.13013,-0.1921,-0.521014,-0.053454,-0.246739,-0.725847,-0.119585,-0.281639,-0.858571,-0.136309,-0.325107,-1.0,-0.128245,0.16766,-0.068639,-0.097808,0.134259,-0.211184,-0.033043,-0.036506,-0.206797,-0.025131,-0.142675,-0.075388,-0.005371,0.194809,-0.473365,-0.047102,0.004434,-0.146173,-0.085486,-0.004697,0.141295,-0.027307,-0.003071,0.104629,0.005296,0.071071,-0.485693,-0.03209,-0.000746,-0.128746,-0.107343,0.015531,0.19664,-0.023743,0.008489,0.101151,0.019824,-0.046085,-0.475,-0.035864,0.004593,-0.105845,-0.111211,0.03342,0.187169,-0.002907,0.005592,0.125028,0.038559,-0.164483,-0.446113,-0.045769,-0.046784,-0.175386,-0.056624,-0.029883,-0.113643,-0.01432,-0.037219,-0.121097,0.006905
I,hand1_i_dif_seg_2_cropped.jpeg,Right,0.999,400,400,0.454211,0.88654,-1e-06,0.619916,0.807012,-0.092742,0.756364,0.596978,-0.123097,0.722878,0.395324,-0.149792,0.582358,0.31628,-0.157159,0.656674,0.402638,-0.032804,0.655345,0.249414,-0.122058,0.645122,0.39727,-0.155931,0.643674,0.501886,-0.154398,0.531058,0.389267,-0.021443,0.529934,0.261535,-0.131118,0.538675,0.462174,-0.15973,0.547673,0.558476,-0.14254,0.414477,0.400944,-0.028587,0.415689,0.289244,-0.138772,0.437548,0.478171,-0.134539,0.441096,0.604047,-0.090335,0.295068,0.43019,-0.042474,0.248193,0.251753,-0.096362,0.222689,0.140804,-0.10108,0.197708,0.027023,-0.085309,0.0,0.0,0.0,0.192788,-0.092526,-0.107899,0.351538,-0.336889,-0.143215,0.312578,-0.571502,-0.174273,0.149092,-0.663466,-0.182844,0.235554,-0.562993,-0.038164,0.234007,-0.74126,-0.142006,0.222114,-0.569238,-0.181416,0.22043,-0.447524,-0.179632,0.089407,-0.57855,-0.024946,0.088099,-0.727158,-0.152547,0.098269,-0.493726,-0.185836,0.108738,-0.381685,-0.165836,-0.046229,-0.564964,-0.033258,-0.044819,-0.69492,-0.161451,-0.019387,-0.475115,-0.156527,-0.015259,-0.328665,-0.105098,-0.185155,-0.530938,-0.049414,-0.239691,-0.73854,-0.11211,-0.269363,-0.867622,-0.117599,-0.298428,-1.0,-0.099251,0.165704,-0.079528,-0.092741,0.136448,-0.210034,-0.030355,-0.033486,-0.201654,-0.026695,-0.140519,-0.079045,-0.007367,0.202463,-0.483902,-0.032803,-0.001329,-0.153224,-0.089254,-0.010223,0.147856,-0.033873,-0.001448,0.104615,0.001533,0.076847,-0.497273,-0.021442,-0.001125,-0.127732,-0.109675,0.008741,0.200639,-0.028612,0.008999,0.096302,0.01719,-0.039735,-0.485596,-0.028586,0.001212,-0.1117,-0.110184,0.021859,0.188926,0.004232,0.003548,0.125876,0.044204,-0.159144,-0.45635,-0.042473,-0.046875,-0.178437,-0.053888,-0.025503,-0.110949,-0.004719,-0.024982,-0.113781,0.015771
